Startup YC link,Startup Name,Startup Location,Discription,Batch,_tagLink_zhfs4_1040 href 2,Type,Industry
https://www.ycombinator.com/companies/lilac,Lilac,"San Francisco, CA, USA",Spot GPUs that use idle GPUs from enterprises,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/fleetline,Fleetline,"New York, NY, USA",Optimizing fleet planning with data driven algorithms,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/bidflow,Bidflow,"New York, NY, USA",AI Copilot for Electrical Estimating,Winter 2026,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,Construction
https://www.ycombinator.com/companies/rid,Rid,"San Francisco, CA, USA",Sell with a text.,Summer 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/louiza-labs,Louiza Labs,"San Francisco, CA, USA",Hebbia for Pharmaceutical Evidence,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Analytics
https://www.ycombinator.com/companies/epicenter,Epicenter,"San Francisco, CA, USA","ChatGPT's memory feature in an open, portable format",Summer 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/iron-grid,Iron Grid,,AI Insurance for hardware.,Summer 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Insurance
https://www.ycombinator.com/companies/fluidize,Fluidize,"San Francisco, CA, USA",Helping scientists and engineers run experiments with AI.,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/contextfort,ContextFort,"San Francisco, CA, USA",Visibility and Controls for Browser Agents,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/shor,Shor,"San Francisco, CA, USA","The fastest, most affordable payroll for global teams",Summer 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Payments
https://www.ycombinator.com/companies/ambral,Ambral,,AI Account Managers,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/tryeden,Eden,"New York, NY, USA",Autonomous Marketing AI for Ecommerce Brands,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Marketing
https://www.ycombinator.com/companies/ironledger-ai,IronLedger.ai,,AI agents for property accounting,Summer 2025,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,Housing and Real Estate
https://www.ycombinator.com/companies/design-arena,Design Arena,"San Francisco, CA, USA",World's largest crowdsourced benchmark for AI-generated design,Summer 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/blue,Blue,,The first voice assistant that can control every app on your iPhone,Summer 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/wedge,Wedge,"San Francisco, CA, USA",Palantir for Healthcare AI Agents,Summer 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/albacore-inc,Albacore Inc.,"Philadelphia, PA, USA",Autonomous undersea vehicles to deter maritime invasions.,Summer 2025,https://www.ycombinator.com/companies?industry=Government,Government,
https://www.ycombinator.com/companies/mangodesk,MangoDesk,"San Francisco, CA, USA",RL environments for software engineering,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/pingo-ai,Pingo AI,,AI companion that helps you learn languages,Summer 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/risely-ai,Risely AI,,AI agents that automate administrative work across college campuses.,Summer 2025,https://www.ycombinator.com/companies?industry=Education,Education,
https://www.ycombinator.com/companies/veritus,Veritus,"San Francisco, CA, USA",AI agents for the consumer lending industry,Summer 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Credit and Lending
https://www.ycombinator.com/companies/floot,Floot,,The easiest way for non-coders to build apps with AI.,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/avelis-health,Avelis Health,,We audit medical claims for self-insured employers and health plans.,Summer 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare IT
https://www.ycombinator.com/companies/omnara,Omnara,"San Francisco, CA, USA",Mobile & Web Interface for Claude Code & Codex,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/doe,Doe,"San Francisco, CA, USA","The boring stuff, handled. Everything else, supercharged.",Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/deepgrove,DeepGrove,,Frontier Intelligence. On Any Device.,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/locata,Locata,"New York, NY, USA",AI Referral Automation for Primary Care Clinics,Summer 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare IT
https://www.ycombinator.com/companies/verne-robotics,Verne Robotics,"San Francisco, CA, USA",AI models that teach robots new skills in hours,Summer 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/april,April,"San Francisco, CA, USA",Voice AI Executive Assistant,Summer 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/liva-ai,Liva AI,"San Francisco, CA, USA",Audio & Video Data,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/swerve,Swerve,"San Francisco, CA, USA",Chat with AI Characters,Winter 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/novaflow,Novaflow,"San Francisco, CA, USA",The AI data analyst for biology labs,Summer 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/agenthub-2,AgentHub,,The simulation and evaluation engine for AI agents,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/imprezia,Imprezia,,The World's First AI Ad Network.,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/stockline,Stockline,"San Francisco, CA, USA",AI-native ERP for food wholesalers,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/traceroot-ai,TraceRoot.AI,,Open source AI agents auto-fix your production bugs,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/mimos,Mimos,,Helping companies rank in AI search,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/ghosteye,GhostEye,"New York, NY, USA",Vulnerability Management for Human Risk,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/truthsystems,truthsystems,"San Francisco, CA, USA",Automatically blocking risky behavior with real-time governance agents,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/kernel,Kernel,"San Francisco, CA, USA","Crazy fast, open source infra for AI agents to use the Internet",Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/monarcha,Monarcha,"San Francisco, CA, USA",An expert for your spatial data,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/lanesurf,Lanesurf,"San Francisco, CA, USA",Voice AI for booking freight,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/outrove,Outrove,"San Francisco, CA, USA",Ultra-realistic AI Recruiter,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Recruiting and Talent
https://www.ycombinator.com/companies/golpo,Golpo,"San Francisco, CA, USA",Most Powerful AI Video Gen Model for Explainer Videos From Documents,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/certus-ai,Certus AI,"San Francisco, CA, USA",Replacing the restaurant phone line with Voice AI,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/vibeflow,VibeFlow,,"Lovable, n8n and a database all in one platform",Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/deepaware-ai,DeepAware AI,"San Francisco, CA, USA",Help AI data centers unlock more compute and become more efficient,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/b12-labs,b12 Labs,"San Francisco, CA, USA",Chemical Copilot for Pharma and Biotech,Summer 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Drug Discovery and Delivery
https://www.ycombinator.com/companies/comena,Comena,,AI agents for distributors and manufacturers to automate order entry.,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/manufact,Manufact (formerly mcp-use),,Open source SDK & cloud infrastructure for MCP Servers & ChatGPT Apps,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/tryjanet,Janet AI,"San Francisco, CA, USA",The AI-Native Jira,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/pangolin,Pangolin,"San Francisco, CA, USA","Identity-aware VPN and proxy for remote access to anything, anywhere.",Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/socratix-ai,Socratix AI,,AI coworkers for fraud and risk teams.,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/modelence,Modelence,"San Francisco, CA, USA",The full-stack platform for agentic development,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/okibi,Okibi,"San Francisco, CA, USA","Build AI coworkers using natural language, it's Lovable for agents",Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/sigmanticai,SigmanticAI,"Dublin, CA, USA",The Cursor for Chip Design - Delivering Silicon-Ready Chip Designs…,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/f4,F4,"San Francisco, CA, USA",Automating compliance checks for engineering drawings,Summer 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,
https://www.ycombinator.com/companies/synthetic-society,Synthetic Society,"San Francisco, CA, USA",Synthetic Users to Simulate Real Users,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/gitdot,gitdot,,A better GItHub,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/tidy,Tidy,"San Francisco, CA, USA",Does anything you can imagine with a text,Summer 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/parachute,Parachute,,Infrastructure for hospitals to monitor and deploy clinical AI,Summer 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare IT
https://www.ycombinator.com/companies/notte,Notte,"San Francisco, CA, USA",Reliable Web Agents for Enterprise,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/acrely,Acrely,,Enterprise Voice Agents,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/alter,Alter,"New York, NY, USA",Secure access control and authorization platform for agent workflows,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/tectoai,TectoAI,"San Francisco, CA, USA",A Platform for AI Governance,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/convexia,Convexia,,The world's first AI-maximalist pharma company,Summer 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Drug Discovery and Delivery
https://www.ycombinator.com/companies/luminal,Luminal,,Making AI run fast on any hardware.,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/goriff,GoRiff,"San Francisco, CA, USA",Cursor for music production,Summer 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/sira,Sira,,AI Native Rippling for Deskless Workers,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Human Resources
https://www.ycombinator.com/companies/embedder,Embedder,"San Francisco, CA, USA",Cursor for Firmware,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/nixo,Nixo,,The first ops platform for forward deployed engineers,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
